Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
Test966	0.212336381	5	1 1 0 0 0	0 1 1 1 0	1 0 1 1 0	1 0 0 0 1	1 0 1 0 0	0 0 1 0 1
Test967	0.854215477	5	1 0 0 0 0	0 0 0 0 1	1 1 1 1 1	1 0 1 1 1	0 0 1 1 1	1 1 1 1 0
Test968	0.351187994	5	0 0 1 0 1	1 0 0 1 1	1 0 1 0 0	0 1 0 1 1	1 1 1 0 1	1 0 1 0 0
Test969	0.469824675	5	0 0 1 1 1	1 1 1 0 1	0 0 1 0 0	0 1 0 1 0	1 0 0 0 1	0 0 1 0 1
Test970	0.086992542	5	1 1 0 0 1	1 0 0 1 0	0 0 1 1 0	0 1 1 0 0	0 0 0 0 0	0 0 0 0 1
Test971	0.228119489	5	0 0 0 1 1	0 1 1 0 0	1 0 0 1 0	1 1 1 0 0	0 0 0 0 0	0 0 0 0 1
Test972	0.862941058	5	0 1 1 0 0	1 0 0 0 1	1 0 0 1 1	0 0 0 1 0	1 1 1 1 0	1 0 0 1 0
Test973	0.282840405	5	1 0 1 0 1	0 0 0 1 0	0 1 0 1 1	1 0 0 1 0	0 0 0 1 1	0 1 1 0 1
Test974	0.173635701	5	0 0 0 0 0	1 0 1 1 1	0 0 1 1 1	1 0 0 0 1	0 1 1 1 0	0 1 1 1 1
Test975	0.472681961	5	0 1 1 1 1	1 1 1 1 1	1 0 1 1 0	1 1 0 1 0	1 0 0 0 1	0 1 1 0 1
Test976	0.334381325	5	0 0 0 0 1	1 0 0 1 1	1 1 1 0 1	0 1 1 0 1	0 1 1 1 0	0 1 1 0 0
Test977	0.914837019	5	0 0 1 1 0	0 1 0 0 0	0 1 0 0 0	0 1 0 1 0	0 0 0 1 1	0 1 1 1 1
Test978	0.319545128	5	1 0 1 1 1	0 1 0 0 0	0 1 1 0 1	1 1 0 0 1	0 1 0 0 0	0 0 0 1 1
Test979	0.878856109	5	0 1 0 0 1	0 1 0 0 0	1 1 0 0 1	0 0 0 0 1	0 0 0 0 1	1 1 0 0 0
Test980	0.013785663	5	0 0 0 0 0	1 1 0 0 1	0 0 0 0 1	1 0 1 1 1	1 0 1 1 0	1 1 0 0 1
Test981	0.33758279	5	1 1 0 0 1	0 0 1 1 1	1 0 0 1 1	0 1 0 1 0	1 0 1 0 0	1 0 0 1 1
Test982	0.026249772	5	0 0 1 0 0	0 0 1 0 1	0 1 0 0 0	1 1 0 1 1	0 1 1 0 0	1 1 1 1 0
Test983	0.082333382	5	1 0 1 1 1	1 0 0 0 1	1 1 1 1 1	0 0 0 1 1	0 0 1 1 0	1 1 1 0 0
Test984	0.900016886	5	0 0 0 0 1	0 1 1 1 1	1 0 0 0 0	1 1 1 0 1	0 0 1 0 1	0 0 1 1 0
Test985	0.200897306	5	0 0 0 1 1	0 1 1 1 0	0 1 1 1 1	0 0 1 0 0	1 0 1 0 0	1 0 0 1 0
Test986	0.013821067	5	1 1 1 1 1	1 0 1 1 1	1 0 1 1 1	0 0 1 0 1	1 0 0 0 0	0 1 0 1 0
Test987	0.72452239	5	0 0 0 0 0	1 0 1 0 1	0 0 1 1 0	1 1 1 0 1	0 0 1 1 1	0 1 0 0 1
Test988	0.731588423	5	1 1 0 1 1	0 1 0 0 0	0 1 0 1 0	1 1 1 0 0	0 0 1 0 0	0 0 0 0 1
Test989	0.188396967	5	0 0 0 0 1	0 1 0 1 1	0 1 1 0 0	1 0 0 1 0	0 0 1 1 0	1 0 0 1 0
Test990	0.76131709	5	0 0 1 0 0	0 1 1 0 1	1 0 1 0 0	1 1 1 0 1	1 1 1 1 0	1 1 1 1 0
Test991	0.014867498	5	0 1 0 0 1	0 0 1 1 1	0 1 0 0 1	1 1 1 1 0	0 1 0 0 0	1 0 0 0 1
Test992	0.793468495	5	1 1 0 1 0	0 0 1 1 0	0 1 1 1 1	0 0 0 1 1	0 1 0 0 1	1 1 0 0 1
Test993	0.379668702	5	1 1 0 1 1	0 0 1 1 1	1 0 0 0 0	0 1 1 0 1	0 0 0 0 1	0 0 0 0 0
Test994	0.078716374	5	0 1 0 1 1	0 1 0 1 1	0 1 0 1 0	0 0 1 0 0	0 1 0 1 0	0 0 1 0 0
Test995	0.905194853	5	0 0 0 0 0	0 0 1 0 1	0 0 1 0 0	1 1 0 1 1	1 0 0 1 0	0 1 0 0 0
Test996	0.423556172	5	1 0 1 1 0	1 0 0 1 0	1 1 1 0 1	0 0 1 0 0	1 0 1 1 1	0 1 0 1 0
Test997	0.793385778	5	0 1 0 0 1	1 1 0 1 1	0 0 0 0 0	0 1 1 1 1	0 0 1 0 0	1 1 0 0 1
Test998	0.76427614	5	1 1 0 0 1	0 1 1 1 0	0 0 0 0 0	0 1 0 1 1	0 1 1 0 0	1 0 0 0 0
Test999	0.423136556	5	0 1 0 0 0	0 1 0 0 1	1 1 0 1 0	1 1 0 1 1	1 0 0 1 0	1 0 0 1 0
Test1000	0.268595107	5	0 1 0 0 1	1 0 0 1 1	0 0 1 1 1	0 1 0 0 0	0 1 1 1 0	1 1 0 1 1
