Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
X981	0.004632376	5	1 1 1 0 1	0 1 1 1 0	1 1 0 1 1	1 1 0 1 1	1 0 1 0 1	1 1 1 1 1
X982	0.061878769	5	0 0 1 1 0	0 0 1 0 0	1 0 0 0 0	0 0 0 1 0	1 1 1 1 0	0 0 1 1 0
X983	0.33626241	5	1 1 0 1 1	0 0 0 0 1	0 1 0 0 1	0 1 1 1 1	1 1 0 0 0	0 1 0 0 1
X984	0.801938126	5	0 0 1 0 1	1 1 1 0 1	0 1 0 0 1	1 1 1 0 1	1 0 0 0 1	1 1 1 0 1
X985	0.620888061	5	0 1 0 1 1	1 0 1 0 0	0 0 0 1 0	1 1 1 1 1	1 0 0 1 0	1 0 0 1 0
X986	0.559535272	5	1 1 0 1 0	1 0 1 0 0	1 1 1 0 1	1 0 0 0 0	0 1 0 1 0	1 1 0 0 0
X987	0.604023889	5	1 1 1 1 0	0 0 1 1 1	0 0 0 1 0	0 1 0 1 0	1 1 0 0 0	0 1 0 1 0
X988	0.21209361	5	0 0 1 1 1	1 1 0 0 0	1 0 0 1 1	1 1 0 1 1	1 1 0 1 1	1 1 0 1 1
X989	0.334102342	5	1 0 0 1 1	0 1 0 1 1	0 0 0 1 0	1 0 0 0 1	0 1 1 1 0	0 0 0 1 1
X990	0.793354246	5	1 1 0 0 0	0 1 0 1 0	0 0 0 1 0	1 0 1 0 0	0 0 1 1 0	0 0 0 1 0
X991	0.529516883	5	0 1 0 0 1	0 0 0 1 1	1 0 1 1 1	0 1 0 1 0	1 0 1 1 1	0 0 0 1 1
X992	0.2945332	5	1 0 1 1 1	1 1 0 1 1	0 1 0 1 1	0 1 1 1 0	1 0 0 1 1	1 1 0 1 1
X993	0.295793615	5	0 0 1 1 1	0 0 1 1 1	1 0 1 0 0	0 0 0 1 1	1 0 0 0 1	0 0 1 1 1
X994	0.468934347	5	0 0 1 0 0	1 1 1 1 0	0 0 0 1 1	1 1 0 1 0	0 1 1 0 0	0 1 1 1 0
X995	0.955812034	5	1 1 0 1 1	0 1 1 1 0	1 0 1 1 1	0 1 0 1 0	0 0 0 0 0	0 1 0 1 0
X996	0.539672358	5	1 1 1 0 1	0 0 1 1 0	0 1 1 0 0	1 0 1 1 0	1 1 1 0 0	1 1 1 0 0
X997	0.206730103	5	1 0 0 0 1	0 0 1 1 1	0 1 0 0 1	0 1 1 1 0	0 1 0 1 0	0 1 0 1 1
X998	0.815670412	5	1 0 0 0 1	1 1 0 1 1	1 0 0 1 1	0 0 0 0 0	1 1 1 0 1	1 0 0 0 1
X999	0.068853334	5	1 0 1 0 1	1 0 0 1 1	1 1 1 1 0	1 0 1 0 1	1 1 1 0 0	1 0 1 0 1
X1000	0.106801274	5	0 1 1 1 0	0 0 1 1 0	1 1 0 0 1	0 1 1 0 1	1 0 1 0 1	0 1 1 0 1
